automatic compression molding,,,自动加压模制,,,,,0,0,,,
automatic compression regulation,,,[网络] 自动压缩调节,,,,,0,0,,,
automatic computation,,,自动计算,,,,,0,0,,,
automatic computer,,,自动计算机,,,,,0,0,,,
automatic computer controlled electronic scanning system,,,计算机自动控制电子扫描系统,,,,,0,0,,,
automatic computer telex servie,,,计算机自动电传打字电报服务,,,,,0,0,,,
automatic computer telex system,,,"计算机自动电传打字电报系统, 计算机自动控制的用户电报系统",,,,,0,0,,,
automatic computer time service (acts),,,自动电脑时服务处,,,,,0,0,,,
automatic computerized transverse axial scanner,,,自动电脑化横向轴扫瞄器,,,,,0,0,,,
automatic computing,,,自动计算,,,,,0,0,,,
automatic computing engine,,,自动计算装置,,,,,0,0,,,
automatic computing equipment,,,动计算装置,,,,,0,0,,,
automatic computing machine,,,[计] 自动计算装置,,,,,0,0,,,
automatic computor,,,自动计算机,,,,,0,0,,,
automatic comtrol,,,自动控制,,,,,0,0,,,
automatic concentrator,,,[电] 自动集线机,,,,,0,0,,,
automatic configuration,,,自动配置,,,,,0,0,,,
automatic congestion level,,,自动壅塞程度,,,,,0,0,,,
automatic connection,,,[电] 自动接线,,,,,0,0,,,
automatic connector,,,自动接线器,,,,,0,0,,,
automatic constant,,,自动常数,,,,,0,0,,,
automatic constant function,,,自动常数功能,,,,,0,0,,,
automatic constant speed control,,,[自] 自动等速控制,,,,,0,0,,,
automatic constant tension towing winch,,,恒张力拖缆机,,,,,0,0,,,
automatic container unhooking device,,,集装箱自动脱钩器,,,,,0,0,,,
automatic contingency ranking,,,想事故自动排列,,,,,0,0,,,
automatic contingency selection,,,想事故自动选择,,,,,0,0,,,
automatic continuous blowdown,,,动连续排污,,,,,0,0,,,
automatic continuous function generator,,,动连续函数发生器,,,,,0,0,,,
automatic continuous one plate press,,,[木] 自动连续单层压机,,,,,0,0,,,
automatic continuous process control,,,续过程的自动控制,,,,,0,0,,,
automatic continuous sugar cooker,,,自动连续熬糖锅,,,,,0,0,,,
automatic continuous-tape relay switching,,,自动连续带继电器交换,,,,,0,0,,,
automatic contour digitizer,,,un. 自动等深线数字转换器\n[网络] 自动等值线数字化桌；等高线自动数字化器；轮廓自动数字化装置,,,,,0,0,,,
automatic contouring roll lathe,,,自动仿形轧辊车床,,,,,0,0,,,
automatic contrast control,,,[电] 自动对比控制,,,,,0,0,,,
automatic contrast corrector,,,自动对比度校正器,,,,,0,0,,,
automatic contrast selection function,,,反差自动选择功能,,,,,0,0,,,
automatic control,,,[计] 自动控制\n[化] 自动控制; 自控,,,,,0,0,,,
automatic control assembly,,,自动控制组合件[装置],,,,,0,0,,,
automatic control block diagram,,,动控制方块图，自动控制框图,,,,,0,0,,,
automatic control certified for unattended engine room-open sea,,,公海无人机舱自动控制系统,,,,,0,0,,,
automatic control circuit,,,自动控制电路,,,,,0,0,,,
automatic control compressor,ˌɔ:təˈmætik kənˈtrəul kəmˈpresə,, 自动控制压缩机,,,,,0,0,,,
automatic control damper,,,自动控制气闸,,,,,0,0,,,
automatic control device,,,[化] 自动控制装置,,,,,0,0,,,
automatic control engineering,,,[计] 自动控制工程学,,,,,0,0,,,
automatic control equipment,,,[化] 自动控制设备,,,,,0,0,,,
automatic control error coefficient,,,动控制误差系数,,,,,0,0,,,
automatic control evaluation system,,,自动控制评估系统,,,,,0,0,,,
automatic control for humping speed,,,推峰速度自动控 制,,,,,0,0,,,
automatic control for unit start-up and shutdown,,,单元机组起动关机自动控制,,,,,0,0,,,
automatic control forced synchronization,,, 自控强迫同步,,,,,0,0,,,
automatic control instrumentation,,,自动控制测试仪表,,,,,0,0,,,
automatic control loop,,,自动控制回[环]路,,,,,0,0,,,
automatic control machine tool,,,自动控制机床,,,,,0,0,,,
automatic control means,,,自动控制手段,,,,,0,0,,,
automatic control model,,,[自] 自动控制模型,,,,,0,0,,,
automatic control of hydrogenerator set,,,水轮发电机组自动控制系统,,,,,0,0,,,
automatic control on electrical power system,,,[网络] 电力系统自动控制,,,,,0,0,,,
automatic control panel,,,自动控制面板,,,,,0,0,,,
automatic control relay,,,动控制继电器,,,,,0,0,,,
automatic control rod,,,[化] 自动控制杆,,,,,0,0,,,
automatic control servo valve,,,[自] 自动控制伺服阀,,,,,0,0,,,
automatic control stability,,,[自] 自动控制稳定性,,,,,0,0,,,
automatic control station,,,自动控制站,,,,,0,0,,,
automatic control system,,,[计] 自动控制系统,,,,,0,0,,,
automatic control system for blast furnace,,,高炉自动控制系统,,,,,0,0,,,
automatic control system for industrial boiler,,,工业锅炉自控装置,,,,,0,0,,,
automatic control system for marine electric power plant,,,船舶电站自动控制装置,,,,,0,0,,,
automatic control system of electrical machine,,,[电] 电机自动操纵系统,,,,,0,0,,,
automatic control system with variable structure,,,[自] 结构可变的自动控制系统,,,,,0,0,,,
automatic control terminology,,,[自] 自动控制术语,,,,,0,0,,,
automatic control theory,,,自动控制理论,,,,,0,0,,,
automatic control transient analysis,,,[自] 自动控制暂态分析,,,,,0,0,,,
automatic control unit,,,[经] 自动控制单位,,,,,0,0,,,
automatic control valve,,,[化] 自动控制阀,,,,,0,0,,,
automatic control valve body,,,自动控制阀体,,,,,0,0,,,
automatic control with feedback,,,反馈式自动控制,,,,,0,0,,,
automatic control-system certified,,,[网络] 核准的自动控制系统符号,,,,,0,0,,,
automatic control-system certified for unattended engine room,,,核准的无人机舱自动控制系统,,,,,0,0,,,
automatic controlled propeller,,,"自动变矩螺旋桨, 自控螺旋桨",,,,,0,0,,,
automatic controlled stacking crane,,,[机] 自动控制堆垛起重机,,,,,0,0,,,
automatic controller,,,[计] 自动控制器\n[化] 自动控制器,,,,,0,0,,,
automatic controlling,,,[机] 自动控制,,,,,0,0,,,
automatic controlling machine,,,[机] 自动控制机床,,,,,0,0,,,
automatic controlling valve,,,un. 自动控制阀\n[网络] 自动阀,,,,,0,0,,,
automatic conversion,,,自动转换,,,,,0,0,,,
automatic conveying,,,自动传输,,,,,0,0,,,
automatic conveyor scale,,,自动运输秤,,,,,0,0,,,
automatic cooking pot,,,[电] 自控饭锅,,,,,0,0,,,
automatic coordinate plotter,,,自动坐标展点仪,,,,,0,0,,,
automatic coordinatograph,,,自动坐标仪,,,,,0,0,,,
automatic cop change loom,,,自动换管式织机,,,,,0,0,,,
automatic cop changer,,,自动换纡器,,,,,0,0,,,
automatic cop changing loom,,,[纺] 自动换纡织机,,,,,0,0,,,
automatic cop winder,,,自动卷纬机,,,,,0,0,,,
automatic cop-changing loom,,,自动换纡织机,,,,,0,0,,,
automatic copying lathe,,,[机] 自动仿型车床,,,,,0,0,,,
automatic copying router,,,[木] 自动仿型镂铣机,,,,,0,0,,,
automatic correction,,,[计] 自动校正,,,,,0,0,,,
automatic correction device,,,[网络] 自动校正器,,,,,0,0,,,
automatic correction instrument,,,自动校正仪器,,,,,0,0,,,
automatic corrective measure,,,自动纠正措施,,,,,0,0,,,
automatic correlator,,,自动相关器,,,,,0,0,,,
automatic cotton ball machine,,,自动棉球制造机,,,,,0,0,,,
automatic counter,,,= revolution counter,,,,,0,0,,,
automatic counter flow distributer,,,自动逆流分配器,,,,,0,0,,,
automatic counter for tablets,,,自动数片机,,,,,0,0,,,
automatic coupler,,,"[机] 自动挽钩, 自动联接器",,,,,0,0,,,
automatic coupling,,,"[机] 自动挽钩, 自动联接器",,,,,0,0,,,
automatic coupling device,,,动连接器，自动耦合器,,,,,0,0,,,
automatic coupling screwing on unit,,,管接头自动旋拧装置,,,,,0,0,,,
automatic course follower,,,自动航向跟踪机,,,,,0,0,,,
automatic course keeping and depth keeping controls,,,航向及深度自动控制,,,,,0,0,,,
automatic course stabilizer,,,un. 自动航向稳定装置\n[网络] 自动稳定航向装置,,,,,0,0,,,
automatic course-keeping gear,,,un. 航向自动校准装置\n[网络] 自动操舵装置,,,,,0,0,,,
automatic cover,,,[经] 自动承保,,,,,0,0,,,
automatic cranial drill,,,自动颅骨钻,,,,,0,0,,,
automatic credit,,,自动信贷,,,,,0,0,,,
automatic crossover,,,[电] 自动跨越线,,,,,0,0,,,
automatic crosstell,,,自动对话,,,,,0,0,,,
automatic crust breaker,,,自动打壳机,,,,,0,0,,,
automatic crystal slicing machine,,,自动晶体切片机,,,,,0,0,,,
automatic cup forming line,,,杯类自动成形线,,,,,0,0,,,
automatic currency,,,[经] 自动货币,,,,,0,0,,,
automatic current recording meter,,,自动记录电流计,,,,,0,0,,,
automatic current regulator,,,[机] 自动电流调整器,,,,,0,0,,,
automatic current stimulator,,,自动电流刺激器,,,,,0,0,,,
automatic current testing,,,自动电流试验,,,,,0,0,,,
automatic curve follower,,,自动曲线跟踪装置,,,,,0,0,,,
automatic curve plotter,,,自动曲线绘算器,,,,,0,0,,,
automatic custody transfer,,,[化] 密闭式自动输送,,,,,0,0,,,
automatic cut out,,,自动切断器,,,,,0,0,,,
automatic cut-off,,,动切断,,,,,0,0,,,
automatic cut-off governor,,,自动切断调速器,,,,,0,0,,,
automatic cut-out,,,自动切断,,,,,0,0,,,
automatic cut-out device,,,[网络] 自动停油装置；自动停油装置自动断路装置,,,,,0,0,,,
automatic cutoff,,,自动限电器；自动截止器,,,,,0,0,,,
automatic cutoff governor,,,自动切断调速器,,,,,0,0,,,
automatic cutout,,,[电] 自动截止,,,,,0,0,,,
automatic cutout valve,,,自动切断阀门,,,,,0,0,,,
automatic cutter,,,自动切割器,,,,,0,0,,,
automatic cutter grinder,,,自动工具磨床,,,,,0,0,,,
automatic cutting,,,[机] 自动切割,,,,,0,0,,,
automatic cutting height control system,,,割高自动控制系统,,,,,0,0,,,
automatic cutting machine,ˌɔ:təˈmætik ˈkʌtɪŋ məˈʃi:n,, 自动切割机,,,,,0,0,,,
automatic cutting off,,,自动断路,,,,,0,0,,,
automatic cycle,,,[化] 自动循环,,,,,0,0,,,
automatic cycle converter,,,自动循环变化器,,,,,0,0,,,
automatic cycler,,,动周期计,,,,,0,0,,,
automatic cyclic winding,,,自动循环卷扬机,,,,,0,0,,,
automatic cylinder drain cock,,,汽缸自动放水塞,,,,,0,0,,,
automatic cylinder drain valve,,,缸自动放水阀,,,,,0,0,,,
automatic dam,,,自动放水闸,,,,,0,0,,,
automatic damper,,,un. 自动挡板\n[网络] 自动阻尼器；锅炉烟道风门调节器,,,,,0,0,,,
automatic damper reglator,,,自动风挡调速器,,,,,0,0,,,
automatic damper regulator,,,自动风挡调节器,,,,,0,0,,,
automatic damping,,,自动阻尼,,,,,0,0,,,
automatic data - processing equipment,,,un. 自动数据处理装置；自动数据处理设备；数据自动处理设备\n[网络] 自动数据处理器；自动数据处理仪器,,,,,0,0,,,
automatic data accumulator and transfer,,,动数据累加器和传送器,,,,,0,0,,,
automatic data acquisition,,,自动数据获取装置;自动数据收集,,,,,0,0,,,
automatic data acquisition equipment,,,动数据数据采集装置,,,,,0,0,,,
automatic data acquisition system,,,据自动采集系统,,,,,0,0,,,
automatic data acquisition system and computer complex,,,自动数据测取和计算机系统,,,,,0,0,,,
automatic data acquistion system,,,[网络] 自动数据测取系统,,,,,0,0,,,
automatic data analysis machine,,,[计] 自动数据分析机,,,,,0,0,,,
automatic data analysis system,,,自动数据分析系统,,,,,0,0,,,
automatic data and time indication,,,日期和时间自动指示,,,,,0,0,,,
automatic data classification,,,[计] 自动数据分类,,,,,0,0,,,
automatic data conversion,,,自动资料转换,,,,,0,0,,,
automatic data digitalizing system,,,[计] 自动数据数字化系统,,,,,0,0,,,
automatic data digitiing system,,,[网络] 自动数据数字化系统,,,,,0,0,,,
automatic data distribution system,,,自动数据分发系统,,,,,0,0,,,
automatic data editing and switching system,,,数据自动编辑转接系统,,,,,0,0,,,
automatic data entry unit,,,自动数据输入装置,,,,,0,0,,,
automatic data exchange system,,,自动数据交换系统,,,,,0,0,,,
automatic data exchanger,,,自动数据交换系统,,,,,0,0,,,
automatic data extractor and plotting table,,,动数据提取及制表程序,,,,,0,0,,,
automatic data handling,,,[网络] 自动数据处理,,,,,0,0,,,
automatic data handling system,,,自动数据处理系统,,,,,0,0,,,
automatic data interchange system,,,"自动资料交换系统, 自动数据互换系统",,,,,0,0,,,
automatic data line,,,动数据传输线,,,,,0,0,,,
automatic data link,ˌɔ:təˈmætik ˈdeitə liŋk,, [计]自动数据链路,,,,,0,0,,,
automatic data logging,,,动数据巡回检测，自动数据记录,,,,,0,0,,,
automatic data logging equipment,,,自动数据巡回检测装置,,,,,0,0,,,
automatic data management,,,[网络] 自动数据管理；数据自动管理；自动数据治理,,,,,0,0,,,
automatic data management information system,,,动数据管理信息系统,,,,,0,0,,,
automatic data medium,,,自动资料媒体,,,,,0,0,,,
automatic data migration,,,[计] 自动数据迁移,,,,,0,0,,,
automatic data plotter,,,自动数据绘图器,,,,,0,0,,,
automatic data printer,,,自动资料印表机,,,,,0,0,,,
automatic data processing,,,[计] 自动数据处理\n[经] 自动数据处理,,,,,0,0,s:automatic data processings,,
automatic data processing (adp),,,自动资料处理,,,,,0,0,,,
automatic data processing center,,,自动数据处理中心,,,,,0,0,,,
automatic data processing centre,,,自动数据处理中心,,,,,0,0,,,
automatic data processing equipment,,,动数据处理设备,,,,,0,0,,,
automatic data processing equipment (adpe),,,自动资料处理设备,,,,,0,0,,,
automatic data processing equipment/software,,,动数据处理设备和软件,,,,,0,0,,,
automatic data processing machine,,,[网络] 自动数据处理设备；自动数据处理器；数控处理机,,,,,0,0,,,
automatic data processing machines,,,[网络] 自动资料处理机；自动资料处理机器,,,,,0,0,,,
automatic data processing program,,,动数据处理程序,,,,,0,0,,,
automatic data processing resource,,,自动资料处理资源,,,,,0,0,,,
automatic data processing service center,,,动数据处理服务中心,,,,,0,0,,,
automatic data processing software,,,自动资料处理软体,,,,,0,0,,,
